"forecast_date","target","target_end_date","location","type","quantile","value"
"2020-07-15","2 wk ahead cum death","2020-08-01","US","quantile",0.55,150256.769041
"2020-07-15","2 wk ahead cum death","2020-08-01","US","quantile",0.6,150685.320154
"2020-07-15","2 wk ahead cum death","2020-08-01","US","quantile",0.65,151094.249208
"2020-07-15","2 wk ahead cum death","2020-08-01","US","quantile",0.7,151438.753765
"2020-07-15","2 wk ahead cum death","2020-08-01","US","quantile",0.75,151882.807084
"2020-07-15","2 wk ahead cum death","2020-08-01","US","quantile",0.8,152401.2535
"2020-07-15","2 wk ahead cum death","2020-08-01","US","quantile",0.85,152996.857034
"2020-07-15","2 wk ahead cum death","2020-08-01","US","quantile",0.9,153816.708395
"2020-07-15","2 wk ahead cum death","2020-08-01","US","quantile",0.95,154989.993409
"2020-07-15","2 wk ahead cum death","2020-08-01","US","quantile",0.975,155894.225835
"2020-07-15","2 wk ahead cum death","2020-08-01","US","quantile",0.99,156663.647447
"2020-07-15","2 wk ahead cum death","2020-08-01","US","point",NA,150141.805949
"2020-07-15","3 wk ahead inc death","2020-08-08","US","quantile",0.01,3357.671946824
"2020-07-15","3 wk ahead inc death","2020-08-08","US","quantile",0.025,3507.476469841
"2020-07-15","3 wk ahead inc death","2020-08-08","US","quantile",0.05,3694.711243431
"2020-07-15","3 wk ahead inc death","2020-08-08","US","quantile",0.1,4071.449453028
"2020-07-15","3 wk ahead inc death","2020-08-08","US","quantile",0.15,4369.000038405
"2020-07-15","3 wk ahead inc death","2020-08-08","US","quantile",0.2,4554.498949363
"2020-07-15","3 wk ahead inc death","2020-08-08","US","quantile",0.25,4808.926165186
"2020-07-15","3 wk ahead inc death","2020-08-08","US","quantile",0.3,5047.646538577
"2020-07-15","3 wk ahead inc death","2020-08-08","US","quantile",0.35,5286.112175137
"2020-07-15","3 wk ahead inc death","2020-08-08","US","quantile",0.4,5512.3940817
"2020-07-15","3 wk ahead inc death","2020-08-08","US","quantile",0.45,5726.434756033
"2020-07-15","3 wk ahead inc death","2020-08-08","US","quantile",0.5,5964.758707274
"2020-07-15","3 wk ahead inc death","2020-08-08","US","quantile",0.55,6275.76497869
"2020-07-15","3 wk ahead inc death","2020-08-08","US","quantile",0.6,6534.961815799
"2020-07-15","3 wk ahead inc death","2020-08-08","US","quantile",0.65,6807.37105973
"2020-07-15","3 wk ahead inc death","2020-08-08","US","quantile",0.7,7036.600859945
"2020-07-15","3 wk ahead inc death","2020-08-08","US","quantile",0.75,7303.88209848
"2020-07-15","3 wk ahead inc death","2020-08-08","US","quantile",0.8,7676.66496111
"2020-07-15","3 wk ahead inc death","2020-08-08","US","quantile",0.85,8029.36258645
"2020-07-15","3 wk ahead inc death","2020-08-08","US","quantile",0.9,8534.73844426
"2020-07-15","3 wk ahead inc death","2020-08-08","US","quantile",0.95,9279.37034221
"2020-07-15","3 wk ahead inc death","2020-08-08","US","quantile",0.975,9784.12157411
"2020-07-15","3 wk ahead inc death","2020-08-08","US","quantile",0.99,10248.84941684
"2020-07-15","3 wk ahead inc death","2020-08-08","US","point",NA,6352.642012001
"2020-07-15","3 wk ahead cum death","2020-08-08","US","quantile",0.01,148051.151332
"2020-07-15","3 wk ahead cum death","2020-08-08","US","quantile",0.025,148580.391763
"2020-07-15","3 wk ahead cum death","2020-08-08","US","quantile",0.05,149186.775392
"2020-07-15","3 wk ahead cum death","2020-08-08","US","quantile",0.1,150315.350995
"2020-07-15","3 wk ahead cum death","2020-08-08","US","quantile",0.15,151285.444781
"2020-07-15","3 wk ahead cum death","2020-08-08","US","quantile",0.2,151915.839113
"2020-07-15","3 wk ahead cum death","2020-08-08","US","quantile",0.25,152562.221602
"2020-07-15","3 wk ahead cum death","2020-08-08","US","quantile",0.3,153203.483669
"2020-07-15","3 wk ahead cum death","2020-08-08","US","quantile",0.35,153840.222388
"2020-07-15","3 wk ahead cum death","2020-08-08","US","quantile",0.4,154488.074958
"2020-07-15","3 wk ahead cum death","2020-08-08","US","quantile",0.45,155145.135117
"2020-07-15","3 wk ahead cum death","2020-08-08","US","quantile",0.5,155772.361905
"2020-07-15","3 wk ahead cum death","2020-08-08","US","quantile",0.55,156529.660214
"2020-07-15","3 wk ahead cum death","2020-08-08","US","quantile",0.6,157216.956673
"2020-07-15","3 wk ahead cum death","2020-08-08","US","quantile",0.65,157897.710025
"2020-07-15","3 wk ahead cum death","2020-08-08","US","quantile",0.7,158471.652454
"2020-07-15","3 wk ahead cum death","2020-08-08","US","quantile",0.75,159182.775801
"2020-07-15","3 wk ahead cum death","2020-08-08","US","quantile",0.8,160074.424532
"2020-07-15","3 wk ahead cum death","2020-08-08","US","quantile",0.85,161022.719357
"2020-07-15","3 wk ahead cum death","2020-08-08","US","quantile",0.9,162347.105813
"2020-07-15","3 wk ahead cum death","2020-08-08","US","quantile",0.95,164261.792443
"2020-07-15","3 wk ahead cum death","2020-08-08","US","quantile",0.975,165672.622947
"2020-07-15","3 wk ahead cum death","2020-08-08","US","quantile",0.99,166906.937171
"2020-07-15","3 wk ahead cum death","2020-08-08","US","point",NA,156494.447961
"2020-07-15","4 wk ahead inc death","2020-08-15","US","quantile",0.01,3337.126024322
"2020-07-15","4 wk ahead inc death","2020-08-15","US","quantile",0.025,3468.834348196
"2020-07-15","4 wk ahead inc death","2020-08-15","US","quantile",0.05,3650.525928143
"2020-07-15","4 wk ahead inc death","2020-08-15","US","quantile",0.1,4064.475634589
"2020-07-15","4 wk ahead inc death","2020-08-15","US","quantile",0.15,4340.40872712
"2020-07-15","4 wk ahead inc death","2020-08-15","US","quantile",0.2,4547.294935733
"2020-07-15","4 wk ahead inc death","2020-08-15","US","quantile",0.25,4809.077172908
"2020-07-15","4 wk ahead inc death","2020-08-15","US","quantile",0.3,5103.798277768
"2020-07-15","4 wk ahead inc death","2020-08-15","US","quantile",0.35,5373.937638481
"2020-07-15","4 wk ahead inc death","2020-08-15","US","quantile",0.4,5582.929123107
"2020-07-15","4 wk ahead inc death","2020-08-15","US","quantile",0.45,5843.202544613
"2020-07-15","4 wk ahead inc death","2020-08-15","US","quantile",0.5,6116.298690335
"2020-07-15","4 wk ahead inc death","2020-08-15","US","quantile",0.55,6508.318985981
"2020-07-15","4 wk ahead inc death","2020-08-15","US","quantile",0.6,6821.454914653
"2020-07-15","4 wk ahead inc death","2020-08-15","US","quantile",0.65,7149.31203214
"2020-07-15","4 wk ahead inc death","2020-08-15","US","quantile",0.7,7469.03576553
"2020-07-15","4 wk ahead inc death","2020-08-15","US","quantile",0.75,7790.57297715
"2020-07-15","4 wk ahead inc death","2020-08-15","US","quantile",0.8,8262.33852366
"2020-07-15","4 wk ahead inc death","2020-08-15","US","quantile",0.85,8793.51493395
"2020-07-15","4 wk ahead inc death","2020-08-15","US","quantile",0.9,9408.58538869
"2020-07-15","4 wk ahead inc death","2020-08-15","US","quantile",0.95,10332.47304529
"2020-07-15","4 wk ahead inc death","2020-08-15","US","quantile",0.975,11044.24375885
"2020-07-15","4 wk ahead inc death","2020-08-15","US","quantile",0.99,11662.39025412
"2020-07-15","4 wk ahead inc death","2020-08-15","US","point",NA,6755.315751608
"2020-07-15","4 wk ahead cum death","2020-08-15","US","quantile",0.01,151393.846576
"2020-07-15","4 wk ahead cum death","2020-08-15","US","quantile",0.025,152054.164493
"2020-07-15","4 wk ahead cum death","2020-08-15","US","quantile",0.05,152841.593428
"2020-07-15","4 wk ahead cum death","2020-08-15","US","quantile",0.1,154383.819751
"2020-07-15","4 wk ahead cum death","2020-08-15","US","quantile",0.15,155629.196119
"2020-07-15","4 wk ahead cum death","2020-08-15","US","quantile",0.2,156465.702361
"2020-07-15","4 wk ahead cum death","2020-08-15","US","quantile",0.25,157374.023049
"2020-07-15","4 wk ahead cum death","2020-08-15","US","quantile",0.3,158310.216898
"2020-07-15","4 wk ahead cum death","2020-08-15","US","quantile",0.35,159218.401806
"2020-07-15","4 wk ahead cum death","2020-08-15","US","quantile",0.4,160073.474564
"2020-07-15","4 wk ahead cum death","2020-08-15","US","quantile",0.45,160989.956722
"2020-07-15","4 wk ahead cum death","2020-08-15","US","quantile",0.5,161888.660596
"2020-07-15","4 wk ahead cum death","2020-08-15","US","quantile",0.55,163035.388152
"2020-07-15","4 wk ahead cum death","2020-08-15","US","quantile",0.6,164033.704855
"2020-07-15","4 wk ahead cum death","2020-08-15","US","quantile",0.65,165041.879694
"2020-07-15","4 wk ahead cum death","2020-08-15","US","quantile",0.7,165935.518929
"2020-07-15","4 wk ahead cum death","2020-08-15","US","quantile",0.75,166967.966718
"2020-07-15","4 wk ahead cum death","2020-08-15","US","quantile",0.8,168332.323302
"2020-07-15","4 wk ahead cum death","2020-08-15","US","quantile",0.85,169810.951854
"2020-07-15","4 wk ahead cum death","2020-08-15","US","quantile",0.9,171749.755228
"2020-07-15","4 wk ahead cum death","2020-08-15","US","quantile",0.95,174583.93723
"2020-07-15","4 wk ahead cum death","2020-08-15","US","quantile",0.975,176707.857608
"2020-07-15","4 wk ahead cum death","2020-08-15","US","quantile",0.99,178560.01063
"2020-07-15","4 wk ahead cum death","2020-08-15","US","point",NA,163249.763713
"2020-07-15","5 wk ahead inc death","2020-08-22","US","quantile",0.01,3235.330940849
"2020-07-15","5 wk ahead inc death","2020-08-22","US","quantile",0.025,3351.007060855
"2020-07-15","5 wk ahead inc death","2020-08-22","US","quantile",0.05,3527.670419413
"2020-07-15","5 wk ahead inc death","2020-08-22","US","quantile",0.1,3945.577184579
"2020-07-15","5 wk ahead inc death","2020-08-22","US","quantile",0.15,4191.44967154
"2020-07-15","5 wk ahead inc death","2020-08-22","US","quantile",0.2,4417.55992776
"2020-07-15","5 wk ahead inc death","2020-08-22","US","quantile",0.25,4662.325533153
"2020-07-15","5 wk ahead inc death","2020-08-22","US","quantile",0.3,4980.747695124
"2020-07-15","5 wk ahead inc death","2020-08-22","US","quantile",0.35,5267.090966047
"2020-07-15","5 wk ahead inc death","2020-08-22","US","quantile",0.4,5479.457836986
"2020-07-15","5 wk ahead inc death","2020-08-22","US","quantile",0.45,5745.721894993
"2020-07-15","5 wk ahead inc death","2020-08-22","US","quantile",0.5,6042.333093749
"2020-07-15","5 wk ahead inc death","2020-08-22","US","quantile",0.55,6490.282573082
"2020-07-15","5 wk ahead inc death","2020-08-22","US","quantile",0.6,6863.307142585
"2020-07-15","5 wk ahead inc death","2020-08-22","US","quantile",0.65,7201.80240069
"2020-07-15","5 wk ahead inc death","2020-08-22","US","quantile",0.7,7606.91641175
"2020-07-15","5 wk ahead inc death","2020-08-22","US","quantile",0.75,8063.97366238
"2020-07-15","5 wk ahead inc death","2020-08-22","US","quantile",0.8,8582.02781063
"2020-07-15","5 wk ahead inc death","2020-08-22","US","quantile",0.85,9269.60511443
"2020-07-15","5 wk ahead inc death","2020-08-22","US","quantile",0.9,10021.93078955
"2020-07-15","5 wk ahead inc death","2020-08-22","US","quantile",0.95,11194.69461086
"2020-07-15","5 wk ahead inc death","2020-08-22","US","quantile",0.975,12207.39910065
"2020-07-15","5 wk ahead inc death","2020-08-22","US","quantile",0.99,12921.12465349
"2020-07-15","5 wk ahead inc death","2020-08-22","US","point",NA,6973.14552486
"2020-07-15","5 wk ahead cum death","2020-08-22","US","quantile",0.01,154635.339759
"2020-07-15","5 wk ahead cum death","2020-08-22","US","quantile",0.025,155410.711934
"2020-07-15","5 wk ahead cum death","2020-08-22","US","quantile",0.05,156374.151514
"2020-07-15","5 wk ahead cum death","2020-08-22","US","quantile",0.1,158334.129933
"2020-07-15","5 wk ahead cum death","2020-08-22","US","quantile",0.15,159825.388282
"2020-07-15","5 wk ahead cum death","2020-08-22","US","quantile",0.2,160886.945936
"2020-07-15","5 wk ahead cum death","2020-08-22","US","quantile",0.25,162040.006216
"2020-07-15","5 wk ahead cum death","2020-08-22","US","quantile",0.3,163294.676542
"2020-07-15","5 wk ahead cum death","2020-08-22","US","quantile",0.35,164491.378193
"2020-07-15","5 wk ahead cum death","2020-08-22","US","quantile",0.4,165556.476438
"2020-07-15","5 wk ahead cum death","2020-08-22","US","quantile",0.45,166738.24141
"2020-07-15","5 wk ahead cum death","2020-08-22","US","quantile",0.5,167930.993689
"2020-07-15","5 wk ahead cum death","2020-08-22","US","quantile",0.55,169522.387354
"2020-07-15","5 wk ahead cum death","2020-08-22","US","quantile",0.6,170890.423128
"2020-07-15","5 wk ahead cum death","2020-08-22","US","quantile",0.65,172238.195764
"2020-07-15","5 wk ahead cum death","2020-08-22","US","quantile",0.7,173536.670873
"2020-07-15","5 wk ahead cum death","2020-08-22","US","quantile",0.75,175024.385876
"2020-07-15","5 wk ahead cum death","2020-08-22","US","quantile",0.8,176908.075107
"2020-07-15","5 wk ahead cum death","2020-08-22","US","quantile",0.85,179073.814671
"2020-07-15","5 wk ahead cum death","2020-08-22","US","quantile",0.9,181763.880035
"2020-07-15","5 wk ahead cum death","2020-08-22","US","quantile",0.95,185764.688815
"2020-07-15","5 wk ahead cum death","2020-08-22","US","quantile",0.975,188900.511292
"2020-07-15","5 wk ahead cum death","2020-08-22","US","quantile",0.99,191467.066538
"2020-07-15","5 wk ahead cum death","2020-08-22","US","point",NA,170222.909238
"2020-07-15","6 wk ahead inc death","2020-08-29","US","quantile",0.01,3093.405971544
"2020-07-15","6 wk ahead inc death","2020-08-29","US","quantile",0.025,3197.558616657
"2020-07-15","6 wk ahead inc death","2020-08-29","US","quantile",0.05,3363.563324581
"2020-07-15","6 wk ahead inc death","2020-08-29","US","quantile",0.1,3767.179853366
"2020-07-15","6 wk ahead inc death","2020-08-29","US","quantile",0.15,3993.243350137
"2020-07-15","6 wk ahead inc death","2020-08-29","US","quantile",0.2,4222.663947722
"2020-07-15","6 wk ahead inc death","2020-08-29","US","quantile",0.25,4446.894177914
"2020-07-15","6 wk ahead inc death","2020-08-29","US","quantile",0.3,4762.417496549
"2020-07-15","6 wk ahead inc death","2020-08-29","US","quantile",0.35,5060.447659729
"2020-07-15","6 wk ahead inc death","2020-08-29","US","quantile",0.4,5256.777074718
"2020-07-15","6 wk ahead inc death","2020-08-29","US","quantile",0.45,5505.732313462
"2020-07-15","6 wk ahead inc death","2020-08-29","US","quantile",0.5,5846.642556698
"2020-07-15","6 wk ahead inc death","2020-08-29","US","quantile",0.55,6288.768563757
"2020-07-15","6 wk ahead inc death","2020-08-29","US","quantile",0.6,6658.734441714
"2020-07-15","6 wk ahead inc death","2020-08-29","US","quantile",0.65,7070.882248619
"2020-07-15","6 wk ahead inc death","2020-08-29","US","quantile",0.7,7507.72692306
"2020-07-15","6 wk ahead inc death","2020-08-29","US","quantile",0.75,8026.98984347
"2020-07-15","6 wk ahead inc death","2020-08-29","US","quantile",0.8,8698.41431839
"2020-07-15","6 wk ahead inc death","2020-08-29","US","quantile",0.85,9448.36904624
"2020-07-15","6 wk ahead inc death","2020-08-29","US","quantile",0.9,10460.75730023
"2020-07-15","6 wk ahead inc death","2020-08-29","US","quantile",0.95,11808.36362615
"2020-07-15","6 wk ahead inc death","2020-08-29","US","quantile",0.975,13085.75456936
"2020-07-15","6 wk ahead inc death","2020-08-29","US","quantile",0.99,14016.20746152
"2020-07-15","6 wk ahead inc death","2020-08-29","US","point",NA,7022.470443832
"2020-07-15","6 wk ahead cum death","2020-08-29","US","quantile",0.01,157736.230843
"2020-07-15","6 wk ahead cum death","2020-08-29","US","quantile",0.025,158615.098464
"2020-07-15","6 wk ahead cum death","2020-08-29","US","quantile",0.05,159744.103619
"2020-07-15","6 wk ahead cum death","2020-08-29","US","quantile",0.1,162107.51843
"2020-07-15","6 wk ahead cum death","2020-08-29","US","quantile",0.15,163825.785972
"2020-07-15","6 wk ahead cum death","2020-08-29","US","quantile",0.2,165115.346921
"2020-07-15","6 wk ahead cum death","2020-08-29","US","quantile",0.25,166492.845466
"2020-07-15","6 wk ahead cum death","2020-08-29","US","quantile",0.3,168062.789295
"2020-07-15","6 wk ahead cum death","2020-08-29","US","quantile",0.35,169559.521696
"2020-07-15","6 wk ahead cum death","2020-08-29","US","quantile",0.4,170817.719839
"2020-07-15","6 wk ahead cum death","2020-08-29","US","quantile",0.45,172247.867885
"2020-07-15","6 wk ahead cum death","2020-08-29","US","quantile",0.5,173777.636246
"2020-07-15","6 wk ahead cum death","2020-08-29","US","quantile",0.55,175806.074093
"2020-07-15","6 wk ahead cum death","2020-08-29","US","quantile",0.6,177543.428019
"2020-07-15","6 wk ahead cum death","2020-08-29","US","quantile",0.65,179303.545799
"2020-07-15","6 wk ahead cum death","2020-08-29","US","quantile",0.7,181038.394812
"2020-07-15","6 wk ahead cum death","2020-08-29","US","quantile",0.75,183044.797432
"2020-07-15","6 wk ahead cum death","2020-08-29","US","quantile",0.8,185598.200449
"2020-07-15","6 wk ahead cum death","2020-08-29","US","quantile",0.85,188515.287517
"2020-07-15","6 wk ahead cum death","2020-08-29","US","quantile",0.9,192214.464862
"2020-07-15","6 wk ahead cum death","2020-08-29","US","quantile",0.95,197557.481896
"2020-07-15","6 wk ahead cum death","2020-08-29","US","quantile",0.975,201967.92764
"2020-07-15","6 wk ahead cum death","2020-08-29","US","quantile",0.99,205464.535489
"2020-07-15","6 wk ahead cum death","2020-08-29","US","point",NA,177245.379682
"2020-07-15","7 wk ahead inc death","2020-09-05","US","quantile",0.01,2917.099749565
"2020-07-15","7 wk ahead inc death","2020-09-05","US","quantile",0.025,3013.352996258
"2020-07-15","7 wk ahead inc death","2020-09-05","US","quantile",0.05,3165.343051255
"2020-07-15","7 wk ahead inc death","2020-09-05","US","quantile",0.1,3543.29775119
"2020-07-15","7 wk ahead inc death","2020-09-05","US","quantile",0.15,3762.42706256
"2020-07-15","7 wk ahead inc death","2020-09-05","US","quantile",0.2,3976.354588992
"2020-07-15","7 wk ahead inc death","2020-09-05","US","quantile",0.25,4180.13859333
"2020-07-15","7 wk ahead inc death","2020-09-05","US","quantile",0.3,4477.687460589
"2020-07-15","7 wk ahead inc death","2020-09-05","US","quantile",0.35,4755.708875107
"2020-07-15","7 wk ahead inc death","2020-09-05","US","quantile",0.4,4947.048518045
"2020-07-15","7 wk ahead inc death","2020-09-05","US","quantile",0.45,5203.002790061
"2020-07-15","7 wk ahead inc death","2020-09-05","US","quantile",0.5,5554.22856029
"2020-07-15","7 wk ahead inc death","2020-09-05","US","quantile",0.55,5934.94903915
"2020-07-15","7 wk ahead inc death","2020-09-05","US","quantile",0.6,6292.50675409
"2020-07-15","7 wk ahead inc death","2020-09-05","US","quantile",0.65,6758.890151791
"2020-07-15","7 wk ahead inc death","2020-09-05","US","quantile",0.7,7232.62279312
"2020-07-15","7 wk ahead inc death","2020-09-05","US","quantile",0.75,7730.29879104
"2020-07-15","7 wk ahead inc death","2020-09-05","US","quantile",0.8,8564.2108058
"2020-07-15","7 wk ahead inc death","2020-09-05","US","quantile",0.85,9322.05090088
"2020-07-15","7 wk ahead inc death","2020-09-05","US","quantile",0.9,10508.8222996
"2020-07-15","7 wk ahead inc death","2020-09-05","US","quantile",0.95,12103.13542596
"2020-07-15","7 wk ahead inc death","2020-09-05","US","quantile",0.975,13583.94126391
"2020-07-15","7 wk ahead inc death","2020-09-05","US","quantile",0.99,14904.33869309
"2020-07-15","7 wk ahead inc death","2020-09-05","US","point",NA,6893.72888793
"2020-07-15","7 wk ahead cum death","2020-09-05","US","quantile",0.01,160661.383468
"2020-07-15","7 wk ahead cum death","2020-09-05","US","quantile",0.025,161635.912966
"2020-07-15","7 wk ahead cum death","2020-09-05","US","quantile",0.05,162916.642471
"2020-07-15","7 wk ahead cum death","2020-09-05","US","quantile",0.1,165657.949361
"2020-07-15","7 wk ahead cum death","2020-09-05","US","quantile",0.15,167596.698187
"2020-07-15","7 wk ahead cum death","2020-09-05","US","quantile",0.2,169098.758202
"2020-07-15","7 wk ahead cum death","2020-09-05","US","quantile",0.25,170680.597887
"2020-07-15","7 wk ahead cum death","2020-09-05","US","quantile",0.3,172547.731239
"2020-07-15","7 wk ahead cum death","2020-09-05","US","quantile",0.35,174323.476262
"2020-07-15","7 wk ahead cum death","2020-09-05","US","quantile",0.4,175770.903142
"2020-07-15","7 wk ahead cum death","2020-09-05","US","quantile",0.45,177455.795559
"2020-07-15","7 wk ahead cum death","2020-09-05","US","quantile",0.5,179331.864806
"2020-07-15","7 wk ahead cum death","2020-09-05","US","quantile",0.55,181733.394963
"2020-07-15","7 wk ahead cum death","2020-09-05","US","quantile",0.6,183832.042971
"2020-07-15","7 wk ahead cum death","2020-09-05","US","quantile",0.65,186057.675501
"2020-07-15","7 wk ahead cum death","2020-09-05","US","quantile",0.7,188264.546418
"2020-07-15","7 wk ahead cum death","2020-09-05","US","quantile",0.75,190769.125767
