"forecast_date","target","target_end_date","location","type","quantile","value"
"2020-07-13","2 wk ahead inc death","2020-07-25","02","quantile",0.2,1.3158011
"2020-07-13","2 wk ahead inc death","2020-07-25","02","quantile",0.25,1.43398015
"2020-07-13","2 wk ahead inc death","2020-07-25","02","quantile",0.3,1.54845155
"2020-07-13","2 wk ahead inc death","2020-07-25","02","quantile",0.35,1.65552865
"2020-07-13","2 wk ahead inc death","2020-07-25","02","quantile",0.4,1.7692627
"2020-07-13","2 wk ahead inc death","2020-07-25","02","quantile",0.45,1.885660025
"2020-07-13","2 wk ahead inc death","2020-07-25","02","quantile",0.5,2.00196775
"2020-07-13","2 wk ahead inc death","2020-07-25","02","point",NA,2.15576338431426
"2020-07-13","2 wk ahead inc death","2020-07-25","02","quantile",0.55,2.1268147
"2020-07-13","2 wk ahead inc death","2020-07-25","02","quantile",0.6,2.2593782
"2020-07-13","2 wk ahead inc death","2020-07-25","02","quantile",0.65,2.4124139
"2020-07-13","2 wk ahead inc death","2020-07-25","02","quantile",0.7,2.57559145
"2020-07-13","2 wk ahead inc death","2020-07-25","02","quantile",0.75,2.758208875
"2020-07-13","2 wk ahead inc death","2020-07-25","02","quantile",0.8,2.9737415
"2020-07-13","2 wk ahead inc death","2020-07-25","02","quantile",0.85,3.236786025
"2020-07-13","2 wk ahead inc death","2020-07-25","02","quantile",0.9,3.58425145
"2020-07-13","2 wk ahead inc death","2020-07-25","02","quantile",0.95,4.1398967
"2020-07-13","2 wk ahead inc death","2020-07-25","02","quantile",0.975,4.6709302875
"2020-07-13","2 wk ahead inc death","2020-07-25","02","quantile",0.99,5.313313795
"2020-07-13","2 wk ahead cum death","2020-07-25","02","quantile",0.01,18.31531037
"2020-07-13","2 wk ahead cum death","2020-07-25","02","quantile",0.025,18.5801384625
"2020-07-13","2 wk ahead cum death","2020-07-25","02","quantile",0.05,18.8130396
"2020-07-13","2 wk ahead cum death","2020-07-25","02","quantile",0.1,19.12550505
"2020-07-13","2 wk ahead cum death","2020-07-25","02","quantile",0.15,19.366505
"2020-07-13","2 wk ahead cum death","2020-07-25","02","quantile",0.2,19.5902169
"2020-07-13","2 wk ahead cum death","2020-07-25","02","quantile",0.25,19.79899555
"2020-07-13","2 wk ahead cum death","2020-07-25","02","quantile",0.3,19.99267355
"2020-07-13","2 wk ahead cum death","2020-07-25","02","quantile",0.35,20.1962706
"2020-07-13","2 wk ahead cum death","2020-07-25","02","quantile",0.4,20.3889051
"2020-07-13","2 wk ahead cum death","2020-07-25","02","quantile",0.45,20.583139475
"2020-07-13","2 wk ahead cum death","2020-07-25","02","quantile",0.5,20.7865335
"2020-07-13","2 wk ahead cum death","2020-07-25","02","point",NA,21.0183012617498
"2020-07-13","2 wk ahead cum death","2020-07-25","02","quantile",0.55,20.999581875
"2020-07-13","2 wk ahead cum death","2020-07-25","02","quantile",0.6,21.2266361
"2020-07-13","2 wk ahead cum death","2020-07-25","02","quantile",0.65,21.465421975
"2020-07-13","2 wk ahead cum death","2020-07-25","02","quantile",0.7,21.7421929
"2020-07-13","2 wk ahead cum death","2020-07-25","02","quantile",0.75,22.04631975
"2020-07-13","2 wk ahead cum death","2020-07-25","02","quantile",0.8,22.3787672
"2020-07-13","2 wk ahead cum death","2020-07-25","02","quantile",0.85,22.807245625
"2020-07-13","2 wk ahead cum death","2020-07-25","02","quantile",0.9,23.33471305
"2020-07-13","2 wk ahead cum death","2020-07-25","02","quantile",0.95,24.209937025
"2020-07-13","2 wk ahead cum death","2020-07-25","02","quantile",0.975,25.0103687125
"2020-07-13","2 wk ahead cum death","2020-07-25","02","quantile",0.99,25.932608345
"2020-07-13","3 wk ahead inc death","2020-08-01","02","quantile",0.01,0.575365015
"2020-07-13","3 wk ahead inc death","2020-08-01","02","quantile",0.025,0.7071951375
"2020-07-13","3 wk ahead inc death","2020-08-01","02","quantile",0.05,0.85479855
"2020-07-13","3 wk ahead inc death","2020-08-01","02","quantile",0.1,1.05351355
"2020-07-13","3 wk ahead inc death","2020-08-01","02","quantile",0.15,1.2159126
"2020-07-13","3 wk ahead inc death","2020-08-01","02","quantile",0.2,1.3631339
"2020-07-13","3 wk ahead inc death","2020-08-01","02","quantile",0.25,1.506936375
"2020-07-13","3 wk ahead inc death","2020-08-01","02","quantile",0.3,1.6500339
"2020-07-13","3 wk ahead inc death","2020-08-01","02","quantile",0.35,1.792507875
"2020-07-13","3 wk ahead inc death","2020-08-01","02","quantile",0.4,1.9339814
"2020-07-13","3 wk ahead inc death","2020-08-01","02","quantile",0.45,2.085172675
"2020-07-13","3 wk ahead inc death","2020-08-01","02","quantile",0.5,2.24561875
"2020-07-13","3 wk ahead inc death","2020-08-01","02","point",NA,2.51773918828375
"2020-07-13","3 wk ahead inc death","2020-08-01","02","quantile",0.55,2.405459625
"2020-07-13","3 wk ahead inc death","2020-08-01","02","quantile",0.6,2.5860776
"2020-07-13","3 wk ahead inc death","2020-08-01","02","quantile",0.65,2.796075775
"2020-07-13","3 wk ahead inc death","2020-08-01","02","quantile",0.7,3.03163025
"2020-07-13","3 wk ahead inc death","2020-08-01","02","quantile",0.75,3.307041875
"2020-07-13","3 wk ahead inc death","2020-08-01","02","quantile",0.8,3.6345918
"2020-07-13","3 wk ahead inc death","2020-08-01","02","quantile",0.85,4.057105525
"2020-07-13","3 wk ahead inc death","2020-08-01","02","quantile",0.9,4.64036455
"2020-07-13","3 wk ahead inc death","2020-08-01","02","quantile",0.95,5.610705925
"2020-07-13","3 wk ahead inc death","2020-08-01","02","quantile",0.975,6.4607774375
"2020-07-13","3 wk ahead inc death","2020-08-01","02","quantile",0.99,7.57467714
"2020-07-13","3 wk ahead cum death","2020-08-01","02","quantile",0.01,18.981015375
"2020-07-13","3 wk ahead cum death","2020-08-01","02","quantile",0.025,19.35646505
"2020-07-13","3 wk ahead cum death","2020-08-01","02","quantile",0.05,19.721928175
"2020-07-13","3 wk ahead cum death","2020-08-01","02","quantile",0.1,20.22930955
"2020-07-13","3 wk ahead cum death","2020-08-01","02","quantile",0.15,20.6280698
"2020-07-13","3 wk ahead cum death","2020-08-01","02","quantile",0.2,20.9976257
"2020-07-13","3 wk ahead cum death","2020-08-01","02","quantile",0.25,21.33073765
"2020-07-13","3 wk ahead cum death","2020-08-01","02","quantile",0.3,21.67472395
"2020-07-13","3 wk ahead cum death","2020-08-01","02","quantile",0.35,22.015298225
"2020-07-13","3 wk ahead cum death","2020-08-01","02","quantile",0.4,22.3406181
"2020-07-13","3 wk ahead cum death","2020-08-01","02","quantile",0.45,22.686829425
"2020-07-13","3 wk ahead cum death","2020-08-01","02","quantile",0.5,23.0459494
"2020-07-13","3 wk ahead cum death","2020-08-01","02","point",NA,23.5360404500335
"2020-07-13","3 wk ahead cum death","2020-08-01","02","quantile",0.55,23.418964725
"2020-07-13","3 wk ahead cum death","2020-08-01","02","quantile",0.6,23.8313815
"2020-07-13","3 wk ahead cum death","2020-08-01","02","quantile",0.65,24.27257205
"2020-07-13","3 wk ahead cum death","2020-08-01","02","quantile",0.7,24.74593535
"2020-07-13","3 wk ahead cum death","2020-08-01","02","quantile",0.75,25.3134649
"2020-07-13","3 wk ahead cum death","2020-08-01","02","quantile",0.8,25.9988807
"2020-07-13","3 wk ahead cum death","2020-08-01","02","quantile",0.85,26.811223525
"2020-07-13","3 wk ahead cum death","2020-08-01","02","quantile",0.9,27.9225441
"2020-07-13","3 wk ahead cum death","2020-08-01","02","quantile",0.95,29.695525225
"2020-07-13","3 wk ahead cum death","2020-08-01","02","quantile",0.975,31.3529192875
"2020-07-13","3 wk ahead cum death","2020-08-01","02","quantile",0.99,33.33614564
"2020-07-13","4 wk ahead inc death","2020-08-08","02","quantile",0.01,0.534397665
"2020-07-13","4 wk ahead inc death","2020-08-08","02","quantile",0.025,0.6735378125
"2020-07-13","4 wk ahead inc death","2020-08-08","02","quantile",0.05,0.821882875
"2020-07-13","4 wk ahead inc death","2020-08-08","02","quantile",0.1,1.0407975
"2020-07-13","4 wk ahead inc death","2020-08-08","02","quantile",0.15,1.230437125
"2020-07-13","4 wk ahead inc death","2020-08-08","02","quantile",0.2,1.4033557
"2020-07-13","4 wk ahead inc death","2020-08-08","02","quantile",0.25,1.57385015
"2020-07-13","4 wk ahead inc death","2020-08-08","02","quantile",0.3,1.74471255
"2020-07-13","4 wk ahead inc death","2020-08-08","02","quantile",0.35,1.912732925
"2020-07-13","4 wk ahead inc death","2020-08-08","02","quantile",0.4,2.0887313
"2020-07-13","4 wk ahead inc death","2020-08-08","02","quantile",0.45,2.280883925
"2020-07-13","4 wk ahead inc death","2020-08-08","02","quantile",0.5,2.4901095
"2020-07-13","4 wk ahead inc death","2020-08-08","02","point",NA,2.96013578729966
"2020-07-13","4 wk ahead inc death","2020-08-08","02","quantile",0.55,2.710225
"2020-07-13","4 wk ahead inc death","2020-08-08","02","quantile",0.6,2.956418
"2020-07-13","4 wk ahead inc death","2020-08-08","02","quantile",0.65,3.226230475
"2020-07-13","4 wk ahead inc death","2020-08-08","02","quantile",0.7,3.5446725
"2020-07-13","4 wk ahead inc death","2020-08-08","02","quantile",0.75,3.9385113
"2020-07-13","4 wk ahead inc death","2020-08-08","02","quantile",0.8,4.4449932
"2020-07-13","4 wk ahead inc death","2020-08-08","02","quantile",0.85,5.1287372
"2020-07-13","4 wk ahead inc death","2020-08-08","02","quantile",0.9,6.04780165
"2020-07-13","4 wk ahead inc death","2020-08-08","02","quantile",0.95,7.6665483
"2020-07-13","4 wk ahead inc death","2020-08-08","02","quantile",0.975,9.111810225
"2020-07-13","4 wk ahead inc death","2020-08-08","02","quantile",0.99,10.88848982
"2020-07-13","4 wk ahead cum death","2020-08-08","02","quantile",0.01,19.600416775
"2020-07-13","4 wk ahead cum death","2020-08-08","02","quantile",0.025,20.1027620875
"2020-07-13","4 wk ahead cum death","2020-08-08","02","quantile",0.05,20.603815325
"2020-07-13","4 wk ahead cum death","2020-08-08","02","quantile",0.1,21.33089715
"2020-07-13","4 wk ahead cum death","2020-08-08","02","quantile",0.15,21.897298425
"2020-07-13","4 wk ahead cum death","2020-08-08","02","quantile",0.2,22.4291921
"2020-07-13","4 wk ahead cum death","2020-08-08","02","quantile",0.25,22.9489412
"2020-07-13","4 wk ahead cum death","2020-08-08","02","quantile",0.3,23.44852445
"2020-07-13","4 wk ahead cum death","2020-08-08","02","quantile",0.35,23.955208425
"2020-07-13","4 wk ahead cum death","2020-08-08","02","quantile",0.4,24.4471796
"2020-07-13","4 wk ahead cum death","2020-08-08","02","quantile",0.45,24.9944208
"2020-07-13","4 wk ahead cum death","2020-08-08","02","quantile",0.5,25.57741725
"2020-07-13","4 wk ahead cum death","2020-08-08","02","point",NA,26.4961762373333
"2020-07-13","4 wk ahead cum death","2020-08-08","02","quantile",0.55,26.16325225
"2020-07-13","4 wk ahead cum death","2020-08-08","02","quantile",0.6,26.7945668
"2020-07-13","4 wk ahead cum death","2020-08-08","02","quantile",0.65,27.4800527
"2020-07-13","4 wk ahead cum death","2020-08-08","02","quantile",0.7,28.2716255
"2020-07-13","4 wk ahead cum death","2020-08-08","02","quantile",0.75,29.22866855
"2020-07-13","4 wk ahead cum death","2020-08-08","02","quantile",0.8,30.3879217
"2020-07-13","4 wk ahead cum death","2020-08-08","02","quantile",0.85,31.845739825
"2020-07-13","4 wk ahead cum death","2020-08-08","02","quantile",0.9,33.8790614
"2020-07-13","4 wk ahead cum death","2020-08-08","02","quantile",0.95,37.252808475
"2020-07-13","4 wk ahead cum death","2020-08-08","02","quantile",0.975,40.41148515
"2020-07-13","4 wk ahead cum death","2020-08-08","02","quantile",0.99,43.892049385
"2020-07-13","1 wk ahead inc death","2020-07-18","01","quantile",0.01,73.7937329938191
"2020-07-13","1 wk ahead inc death","2020-07-18","01","quantile",0.025,77.9926119561951
"2020-07-13","1 wk ahead inc death","2020-07-18","01","quantile",0.05,80.9458949469249
"2020-07-13","1 wk ahead inc death","2020-07-18","01","quantile",0.1,83.4791112009272
"2020-07-13","1 wk ahead inc death","2020-07-18","01","quantile",0.15,85.5526508354209
"2020-07-13","1 wk ahead inc death","2020-07-18","01","quantile",0.2,88.1325280220825
"2020-07-13","1 wk ahead inc death","2020-07-18","01","quantile",0.25,90.1578390351363
"2020-07-13","1 wk ahead inc death","2020-07-18","01","quantile",0.3,92.304126531588
"2020-07-13","1 wk ahead inc death","2020-07-18","01","quantile",0.35,94.4642341878966
"2020-07-13","1 wk ahead inc death","2020-07-18","01","quantile",0.4,96.1470399322675
"2020-07-13","1 wk ahead inc death","2020-07-18","01","quantile",0.45,97.2062049251654
"2020-07-13","1 wk ahead inc death","2020-07-18","01","quantile",0.5,98.535172450065
"2020-07-13","1 wk ahead inc death","2020-07-18","01","point",NA,98.7593380579487
"2020-07-13","1 wk ahead inc death","2020-07-18","01","quantile",0.55,99.8533382470892
"2020-07-13","1 wk ahead inc death","2020-07-18","01","quantile",0.6,101.21489268563
"2020-07-13","1 wk ahead inc death","2020-07-18","01","quantile",0.65,103.115599255737
"2020-07-13","1 wk ahead inc death","2020-07-18","01","quantile",0.7,105.30613756155
"2020-07-13","1 wk ahead inc death","2020-07-18","01","quantile",0.75,107.945958135342
"2020-07-13","1 wk ahead inc death","2020-07-18","01","quantile",0.8,110.208896057402
"2020-07-13","1 wk ahead inc death","2020-07-18","01","quantile",0.85,113.343326540093
"2020-07-13","1 wk ahead inc death","2020-07-18","01","quantile",0.9,118.963584152096
"2020-07-13","1 wk ahead inc death","2020-07-18","01","quantile",0.95,126.846700869682
"2020-07-13","1 wk ahead inc death","2020-07-18","01","quantile",0.975,129.875052983382
"2020-07-13","1 wk ahead inc death","2020-07-18","01","quantile",0.99,132.725127847471
"2020-07-13","1 wk ahead cum death","2020-07-18","01","quantile",0.01,1187.79373299382
"2020-07-13","1 wk ahead cum death","2020-07-18","01","quantile",0.025,1191.9926119562
"2020-07-13","1 wk ahead cum death","2020-07-18","01","quantile",0.05,1194.94589494692
"2020-07-13","1 wk ahead cum death","2020-07-18","01","quantile",0.1,1197.47911120093
"2020-07-13","1 wk ahead cum death","2020-07-18","01","quantile",0.15,1199.55265083542
"2020-07-13","1 wk ahead cum death","2020-07-18","01","quantile",0.2,1202.13252802208
"2020-07-13","1 wk ahead cum death","2020-07-18","01","quantile",0.25,1204.15783903514
"2020-07-13","1 wk ahead cum death","2020-07-18","01","quantile",0.3,1206.30412653159
"2020-07-13","1 wk ahead cum death","2020-07-18","01","quantile",0.35,1208.4642341879
"2020-07-13","1 wk ahead cum death","2020-07-18","01","quantile",0.4,1210.14703993227
"2020-07-13","1 wk ahead cum death","2020-07-18","01","quantile",0.45,1211.20620492517
"2020-07-13","1 wk ahead cum death","2020-07-18","01","quantile",0.5,1212.53517245007
"2020-07-13","1 wk ahead cum death","2020-07-18","01","point",NA,1212.75933805795
"2020-07-13","1 wk ahead cum death","2020-07-18","01","quantile",0.55,1213.85333824709
"2020-07-13","1 wk ahead cum death","2020-07-18","01","quantile",0.6,1215.21489268563
"2020-07-13","1 wk ahead cum death","2020-07-18","01","quantile",0.65,1217.11559925574
"2020-07-13","1 wk ahead cum death","2020-07-18","01","quantile",0.7,1219.30613756155
"2020-07-13","1 wk ahead cum death","2020-07-18","01","quantile",0.75,1221.94595813534
"2020-07-13","1 wk ahead cum death","2020-07-18","01","quantile",0.8,1224.2088960574
"2020-07-13","1 wk ahead cum death","2020-07-18","01","quantile",0.85,1227.34332654009
"2020-07-13","1 wk ahead cum death","2020-07-18","01","quantile",0.9,1232.9635841521
"2020-07-13","1 wk ahead cum death","2020-07-18","01","quantile",0.95,1240.84670086968
"2020-07-13","1 wk ahead cum death","2020-07-18","01","quantile",0.975,1243.87505298338
"2020-07-13","1 wk ahead cum death","2020-07-18","01","quantile",0.99,1246.72512784747
"2020-07-13","2 wk ahead inc death","2020-07-25","01","quantile",0.01,74.7412121276531
"2020-07-13","2 wk ahead inc death","2020-07-25","01","quantile",0.025,78.4214526494371
"2020-07-13","2 wk ahead inc death","2020-07-25","01","quantile",0.05,79.0701062619984
"2020-07-13","2 wk ahead inc death","2020-07-25","01","quantile",0.1,83.8319746489285
"2020-07-13","2 wk ahead inc death","2020-07-25","01","quantile",0.15,87.9990653515684
"2020-07-13","2 wk ahead inc death","2020-07-25","01","quantile",0.2,92.3504419822713
"2020-07-13","2 wk ahead inc death","2020-07-25","01","quantile",0.25,93.1790743755052
"2020-07-13","2 wk ahead inc death","2020-07-25","01","quantile",0.3,94.7598551593619
"2020-07-13","2 wk ahead inc death","2020-07-25","01","quantile",0.35,95.9360692477948
"2020-07-13","2 wk ahead inc death","2020-07-25","01","quantile",0.4,97.1662216976474
"2020-07-13","2 wk ahead inc death","2020-07-25","01","quantile",0.45,101.392785476166
"2020-07-13","2 wk ahead inc death","2020-07-25","01","quantile",0.5,103.940986141525
"2020-07-13","2 wk ahead inc death","2020-07-25","01","point",NA,108.27961767557
"2020-07-13","2 wk ahead inc death","2020-07-25","01","quantile",0.55,104.463936552118
"2020-07-13","2 wk ahead inc death","2020-07-25","01","quantile",0.6,106.744143546609
"2020-07-13","2 wk ahead inc death","2020-07-25","01","quantile",0.65,109.349419669084
"2020-07-13","2 wk ahead inc death","2020-07-25","01","quantile",0.7,110.554645058145
"2020-07-13","2 wk ahead inc death","2020-07-25","01","quantile",0.75,112.638609384067
"2020-07-13","2 wk ahead inc death","2020-07-25","01","quantile",0.8,114.428104400673
"2020-07-13","2 wk ahead inc death","2020-07-25","01","quantile",0.85,124.159069007373
"2020-07-13","2 wk ahead inc death","2020-07-25","01","quantile",0.9,134.736688054734
"2020-07-13","2 wk ahead inc death","2020-07-25","01","quantile",0.95,143.895392226489
"2020-07-13","2 wk ahead inc death","2020-07-25","01","quantile",0.975,147.826568655718
"2020-07-13","2 wk ahead inc death","2020-07-25","01","quantile",0.99,152.650144212224
"2020-07-13","2 wk ahead cum death","2020-07-25","01","quantile",0.01,1262.53494512147
"2020-07-13","2 wk ahead cum death","2020-07-25","01","quantile",0.025,1270.65162858017
"2020-07-13","2 wk ahead cum death","2020-07-25","01","quantile",0.05,1273.68922379574
"2020-07-13","2 wk ahead cum death","2020-07-25","01","quantile",0.1,1280.89055470935
"2020-07-13","2 wk ahead cum death","2020-07-25","01","quantile",0.15,1288.65304873349
"2020-07-13","2 wk ahead cum death","2020-07-25","01","quantile",0.2,1293.8386761575
"2020-07-13","2 wk ahead cum death","2020-07-25","01","quantile",0.25,1296.89527832912
"2020-07-13","2 wk ahead cum death","2020-07-25","01","quantile",0.3,1301.6132648944
"2020-07-13","2 wk ahead cum death","2020-07-25","01","quantile",0.35,1304.59628459789
"2020-07-13","2 wk ahead cum death","2020-07-25","01","quantile",0.4,1308.29038746942
"2020-07-13","2 wk ahead cum death","2020-07-25","01","quantile",0.45,1313.22753689831
"2020-07-13","2 wk ahead cum death","2020-07-25","01","quantile",0.5,1315.65469397587
"2020-07-13","2 wk ahead cum death","2020-07-25","01","point",NA,1321.03895573352
"2020-07-13","2 wk ahead cum death","2020-07-25","01","quantile",0.55,1318.0966086079
"2020-07-13","2 wk ahead cum death","2020-07-25","01","quantile",0.6,1322.86461997915
"2020-07-13","2 wk ahead cum death","2020-07-25","01","quantile",0.65,1326.67688750562
"2020-07-13","2 wk ahead cum death","2020-07-25","01","quantile",0.7,1329.22223021069
"2020-07-13","2 wk ahead cum death","2020-07-25","01","quantile",0.75,1332.82792849675
"2020-07-13","2 wk ahead cum death","2020-07-25","01","quantile",0.8,1339.42991150692
"2020-07-13","2 wk ahead cum death","2020-07-25","01","quantile",0.85,1348.67039793744
"2020-07-13","2 wk ahead cum death","2020-07-25","01","quantile",0.9,1367.82232612211
"2020-07-13","2 wk ahead cum death","2020-07-25","01","quantile",0.95,1384.23542071724
"2020-07-13","2 wk ahead cum death","2020-07-25","01","quantile",0.975,1391.06540226222
"2020-07-13","2 wk ahead cum death","2020-07-25","01","quantile",0.99,1401.42480102601
"2020-07-13","3 wk ahead inc death","2020-08-01","01","quantile",0.01,68.0793682815249
"2020-07-13","3 wk ahead inc death","2020-08-01","01","quantile",0.025,77.4916017003808
"2020-07-13","3 wk ahead inc death","2020-08-01","01","quantile",0.05,79.9292795374418
"2020-07-13","3 wk ahead inc death","2020-08-01","01","quantile",0.1,82.3620066978386
"2020-07-13","3 wk ahead inc death","2020-08-01","01","quantile",0.15,87.594053692975
"2020-07-13","3 wk ahead inc death","2020-08-01","01","quantile",0.2,89.9946837194408
"2020-07-13","3 wk ahead inc death","2020-08-01","01","quantile",0.25,92.1283205881144
"2020-07-13","3 wk ahead inc death","2020-08-01","01","quantile",0.3,95.1721144827038
"2020-07-13","3 wk ahead inc death","2020-08-01","01","quantile",0.35,97.5086058962492
"2020-07-13","3 wk ahead inc death","2020-08-01","01","quantile",0.4,100.33306517741
"2020-07-13","3 wk ahead inc death","2020-08-01","01","quantile",0.45,104.105081984563
"2020-07-13","3 wk ahead inc death","2020-08-01","01","quantile",0.5,106.3448001749
"2020-07-13","3 wk ahead inc death","2020-08-01","01","point",NA,119.9621730028
"2020-07-13","3 wk ahead inc death","2020-08-01","01","quantile",0.55,109.50098842139
"2020-07-13","3 wk ahead inc death","2020-08-01","01","quantile",0.6,112.870411911348
"2020-07-13","3 wk ahead inc death","2020-08-01","01","quantile",0.65,115.823843088603
"2020-07-13","3 wk ahead inc death","2020-08-01","01","quantile",0.7,119.979032828873
"2020-07-13","3 wk ahead inc death","2020-08-01","01","quantile",0.75,122.585171454625
"2020-07-13","3 wk ahead inc death","2020-08-01","01","quantile",0.8,126.775863457045
"2020-07-13","3 wk ahead inc death","2020-08-01","01","quantile",0.85,141.301223638498
"2020-07-13","3 wk ahead inc death","2020-08-01","01","quantile",0.9,152.86916067446
"2020-07-13","3 wk ahead inc death","2020-08-01","01","quantile",0.95,166.529993154034
"2020-07-13","3 wk ahead inc death","2020-08-01","01","quantile",0.975,169.597291904042
"2020-07-13","3 wk ahead inc death","2020-08-01","01","quantile",0.99,172.325599197622
"2020-07-13","3 wk ahead cum death","2020-08-01","01","quantile",0.01,1330.15775974576
"2020-07-13","3 wk ahead cum death","2020-08-01","01","quantile",0.025,1350.21353505439
"2020-07-13","3 wk ahead cum death","2020-08-01","01","quantile",0.05,1352.58906254257
"2020-07-13","3 wk ahead cum death","2020-08-01","01","quantile",0.1,1363.80058437484
"2020-07-13","3 wk ahead cum death","2020-08-01","01","quantile",0.15,1376.11559663973
"2020-07-13","3 wk ahead cum death","2020-08-01","01","quantile",0.2,1387.75904287435
"2020-07-13","3 wk ahead cum death","2020-08-01","01","quantile",0.25,1392.24318332982
"2020-07-13","3 wk ahead cum death","2020-08-01","01","quantile",0.3,1395.52029963477
"2020-07-13","3 wk ahead cum death","2020-08-01","01","quantile",0.35,1399.17506447754
"2020-07-13","3 wk ahead cum death","2020-08-01","01","quantile",0.4,1405.99160266577
"2020-07-13","3 wk ahead cum death","2020-08-01","01","quantile",0.45,1419.03380232413
"2020-07-13","3 wk ahead cum death","2020-08-01","01","quantile",0.5,1422.71818439008
"2020-07-13","3 wk ahead cum death","2020-08-01","01","point",NA,1441.00112873632
"2020-07-13","3 wk ahead cum death","2020-08-01","01","quantile",0.55,1428.59147056063
"2020-07-13","3 wk ahead cum death","2020-08-01","01","quantile",0.6,1438.40764054929
