GEO_ID,STATE,COUNTY,NAME,LSAD,CENSUSAREA,lat,lng
0500000US08053,08,053,Hinsdale,County,1117.251,37.9135434,-107.42249777142857
0500000US08061,08,061,Kiowa,County,1767.767,38.453141766666675,-102.5128922
0500000US08073,08,073,Lincoln,County,2577.626,38.89366434782608,-103.5698400434783
0500000US08079,08,079,Mineral,County,875.666,37.79997840000001,-106.89240156
0500000US08085,08,085,Montrose,County,2240.695,38.31407618749999,-108.230844625
0500000US08095,08,095,Phillips,County,687.928,40.6293059,-102.2940374
0500000US08101,08,101,Pueblo,County,2386.104,38.09148755,-104.5778583
0500000US08105,08,105,Rio Grande,County,911.958,37.58904492307692,-106.53710699999998
0500000US08115,08,115,Sedgwick,County,548.041,40.97704316666666,-102.35196240000002
0500000US08121,08,121,Washington,County,2518.031,40.019489533333335,-103.18022186666667
0500000US09013,09,013,Tolland,County,410.214,41.76670172,-72.31621718000001
0500000US09015,09,015,Windham,County,512.91,41.82350931249999,-71.97287256250002
0500000US12005,12,005,Bay,County,758.459,30.198129772727274,-85.66033740909091
0500000US12013,12,013,Calhoun,County,567.334,30.418688130434788,-85.13061817391305
0500000US12019,12,019,Clay,County,604.36,29.964948571428575,-81.7992028857143
0500000US12033,12,033,Escambia,County,656.461,30.656252466666672,-87.44786770877192
0500000US12041,12,041,Gilchrist,County,349.677,29.784772021739137,-82.82438363043478
0500000US12049,12,049,Hardee,County,637.783,27.442764222222223,-81.73863944444444
0500000US12055,12,055,Highlands,County,1016.615,27.337690121951216,-81.17786229268293
0500000US12067,12,067,Lafayette,County,543.411,30.01843186206896,-83.12171593103447
0500000US12077,12,077,Liberty,County,835.562,30.27679071698113,-84.87891407547173
0500000US12081,12,081,Manatee,County,742.931,27.518371954545447,-82.56499077272726
0500000US12083,12,083,Marion,County,1584.546,29.22109684057971,-82.10691623188406
0500000US12087,12,087,Monroe,County,983.282,25.007664854805725,-81.01268605316973
0500000US12099,12,099,Palm Beach,County,1969.763,26.58533894736842,-80.24432931578949
0500000US12107,12,107,Putnam,County,727.622,29.567573000000003,-81.77127424489797
0500000US12123,12,123,Taylor,County,1043.305,29.899336982758623,-83.61700377586206
0500000US12133,12,133,Washington,County,582.803,30.61649666666667,-85.7871338095238
0500000US13009,13,009,Baldwin,County,257.844,33.03798985714286,-83.19577597619048
0500000US13019,13,019,Berrien,County,451.897,31.257956625,-83.22665599999999
0500000US13035,13,035,Butts,County,184.393,33.30990475,-83.94678059374999
0500000US13043,13,043,Candler,County,243.044,32.41398305263158,-82.05020805263158
0500000US13047,13,047,Catoosa,County,162.159,34.92471410714286,-85.12588982142859
0500000US13055,13,055,Chattooga,County,313.338,34.48194403703704,-85.37164755555555
0500000US13071,13,071,Colquitt,County,544.153,31.1533778,-83.74486132
0500000US13075,13,075,Cook,County,227.162,31.183307423076926,-83.42730638461536
0500000US13081,13,081,Crisp,County,272.583,31.920586499999995,-83.83671405555555
0500000US13093,13,093,Dooly,County,391.94,32.13867260526315,-83.92051513157894
0500000US13101,13,101,Echols,County,414.894,30.720316217391314,-82.86206791304346
0500000US13109,13,109,Evans,County,182.853,32.146231441176475,-81.80213235294117
0500000US13119,13,119,Franklin,County,261.497,34.41959994594595,-83.17815505405406
0500000US05141,05,141,Van Buren,County,708.143,35.55222570588235,-92.5182715882353
0500000US05143,05,143,Washington,County,941.966,35.978500469387754,-94.32180618367346
0500000US05147,05,147,Woodruff,County,586.791,35.1855501,-91.356580225
0500000US06011,06,011,Colusa,County,1150.731,39.156604422222216,-122.24435475555555
0500000US06021,06,021,Glenn,County,1313.947,39.576073903225804,-122.36440635483872
0500000US06031,06,031,Kings,County,1389.42,36.17792775862069,-119.83309596551724
0500000US06043,06,043,Mariposa,County,1448.816,37.603772041666666,-120.07465191666667
0500000US06049,06,049,Modoc,County,3917.77,41.825082341463414,-120.88471846341464
0500000US06067,06,067,Sacramento,County,964.644,38.33522185057471,-121.48596774712644
0500000US06071,06,071,San Bernardino,County,20056.938,34.596578910958904,-115.03257953767124
0500000US06083,06,083,Santa Barbara,County,2735.085,34.299646007434944,-120.07601193680297
0500000US06089,06,089,Shasta,County,3775.402,40.56830035820895,-122.33187147761193
0500000US06107,06,107,Tulare,County,4824.215,36.27663255882353,-118.81457170588234
0500000US08001,08,001,Adams,County,1167.653,39.849701220338986,-104.75364059322034
0500000US08003,08,003,Alamosa,County,722.643,37.599851199999996,-105.64801966666667
0500000US08011,08,011,Bent,County,1512.861,37.7964782,-103.08554593333332
0500000US08013,08,013,Boulder,County,726.289,39.95123616558441,-105.12684933766234
0500000US08014,08,014,Broomfield,County,33.034,39.943112577557756,-105.10591780363036
0500000US08025,08,025,Crowley,County,787.421,38.23006222222222,-103.77930155555556
0500000US08039,08,039,Elbert,County,1850.847,39.214009444444436,-104.10682133333334
0500000US08047,08,047,Gilpin,County,149.896,39.845941380952375,-105.51528395238095
0500000US01001,01,001,Autauga,County,594.436,32.45707803921568,-86.73703062745098
0500000US01003,01,003,Baldwin,County,1589.784,30.642219496987956,-87.61681334939759
0500000US01007,01,007,Bibb,County,622.582,33.05320857575758,-87.1223777878788
0500000US01011,01,011,Bullock,County,622.805,32.0996200882353,-85.74013355882353
0500000US01021,01,021,Chilton,County,692.854,32.88073194117647,-86.66083938235295
0500000US01031,01,031,Coffee,County,678.972,31.40564515384615,-86.07402223076923
0500000US01037,01,037,Coosa,County,650.926,32.905693393939394,-86.32565815151516
0500000US01045,01,045,Dale,County,561.15,31.372187000000007,-85.61535015000001
0500000US01055,01,055,Etowah,County,534.991,33.97317566666667,-86.0766312352941
0500000US01059,01,059,Franklin,County,633.821,34.40330322222222,-87.96324466666667
0500000US01075,01,075,Lamar,County,604.846,33.76372107142857,-88.19884578571428
0500000US01087,01,087,Macon,County,608.885,32.41549636842106,-85.81923142105265
0500000US01093,01,093,Marion,County,742.292,34.10516385,-88.0244794
0500000US01103,01,103,Morgan,County,579.337,34.54037076,-86.7924812
0500000US01111,01,111,Randolph,County,580.55,33.31458260000001,-85.4792316
0500000US01119,01,119,Sumter,County,903.887,32.590947830188675,-88.11057388679247
0500000US01131,01,131,Wilcox,County,888.498,32.06823784210526,-87.35020531578948
0500000US02013,02,013,Aleutians East,Borough,6981.943,55.1451259699727,-161.92112141492265
0500000US02050,02,050,Bethel,CA,40570.004,60.50677646804836,-163.7428320967185
0500000US02105,02,105,Hoonah-Angoon,CA,7524.915,58.054289756716415,-135.1103197850746
0500000US02122,02,122,Kenai Peninsula,Borough,16075.331,59.86168755656109,-151.7200162273756
0500000US02130,02,130,Ketchikan Gateway,Borough,4858.414,55.436335332480816,-131.10746054731456
0500000US02150,02,150,Kodiak Island,Borough,6549.579,57.63643515813118,-153.815552574124
0500000US02164,02,164,Lake and Peninsula,Borough,23652.009,57.10641116453382,-157.46175907312613
0500000US02180,02,180,Nome,CA,22961.761,64.27090700958468,-165.60204264376995
0500000US02185,02,185,North Slope,Borough,88695.413,70.10234104551921,-154.0863989018492
0500000US02188,02,188,Northwest Arctic,Borough,35572.584,66.72349318652849,-161.6480775880829
0500000US02195,02,195,Petersburg,CA,3281.982,56.662974002212394,-133.49338038495574
0500000US02220,02,220,Sitka,Cty&Bor,2870.339,57.23654226410257,-135.40575722307693
0500000US17069,17,069,Hardin,County,177.528,37.47976965753425,-88.19720076712328
0500000US17079,17,079,Jasper,County,494.51,39.01624290909091,-88.09439127272728
0500000US17081,17,081,Jefferson,County,571.169,38.33576809090909,-88.94393554545455
0500000US17087,17,087,Johnson,County,343.915,37.41790671428571,-88.89306707142855
0500000US17093,17,093,Kendall,County,320.335,41.63975633333334,-88.41089033333334
0500000US17099,17,099,LaSalle,County,1135.124,41.298884428571434,-88.97633957142855
0500000US17103,17,103,Lee,County,724.896,41.78189940000001,-89.3837702
0500000US17109,17,109,McDonough,County,589.407,40.482778571428575,-90.72597485714287
0500000US17115,17,115,Macon,County,580.689,39.80983611111111,-89.00310327777778
0500000US17121,17,121,Marion,County,572.363,38.59009038461538,-88.99872161538461
0500000US17129,17,129,Menard,County,314.437,40.085567148148144,-89.78351674074075
0500000US17135,17,135,Montgomery,County,703.687,39.23567577777777,-89.5097465
0500000US17141,17,141,Ogle,County,758.574,41.99816657142858,-89.39108885714285
0500000US17147,17,147,Piatt,County,439.202,40.02687057142857,-88.60439907142857
0500000US17155,17,155,Putnam,County,160.161,41.22816830769231,-89.30885007692308
0500000US17159,17,159,Richland,County,359.99,38.65735166666667,-88.12643127777777
0500000US17165,17,165,Saline,County,379.819,37.80341009090909,-88.51894381818182
0500000US17171,17,171,Scott,County,250.913,39.6534314,-90.5147828
0500000US17175,17,175,Stark,County,288.079,41.10816307692308,-89.81544938461539
0500000US17187,17,187,Warren,County,542.405,40.859421624999996,-90.61406675
0500000US17189,17,189,Washington,County,562.572,38.46085931428571,-89.42140437142857
0500000US17197,17,197,Will,County,836.908,41.47599892,-87.82457951999999
0500000US18001,18,001,Adams,County,339.028,40.733919263157894,-84.83063136842107
0500000US18007,18,007,Benton,County,406.418,40.574589615384625,-87.37404507692305
0500000US18011,18,011,Boone,County,422.913,40.05325683333333,-86.35770566666667
0500000US18017,18,017,Cass,County,412.155,40.74266673333333,-86.33847686666667
0500000US18023,18,023,Clinton,County,405.07,40.28812826666667,-86.41196506666667
0500000US18031,18,031,Decatur,County,372.568,39.25340833333333,-85.56090775000001
0500000US18035,18,035,Delaware,County,392.124,40.26992088888889,-85.40007655555556
0500000US18041,18,041,Fayette,County,215.014,39.7042465,-85.195202375
0500000US18047,18,047,Franklin,County,384.43,39.418960999999996,-84.99188505555554
0500000US18049,18,049,Fulton,County,368.388,41.03828653846154,-86.14149953846155
0500000US18053,18,053,Grant,County,414.074,40.49416261538462,-85.66046830769231
0500000US18055,18,055,Greene,County,542.495,39.007413166666666,-86.95827166666668
0500000US18065,18,065,Henry,County,391.876,39.91616115384615,-85.39020800000002
0500000US18069,18,069,Huntington,County,382.651,40.774274250000005,-85.44129725
0500000US18075,18,075,Jay,County,383.905,40.43358194117647,-84.93960317647058
0500000US18081,18,081,Johnson,County,320.427,39.488016133333325,-86.05497039999999
0500000US18085,18,085,Kosciusko,County,531.381,41.18944435714286,-85.868506
0500000US18093,18,093,Lawrence,County,449.168,38.83443784615385,-86.46203399999999
0500000US18095,18,095,Madison,County,451.915,40.21408644444445,-85.73655344444445
0500000US18101,18,101,Martin,County,335.737,38.687062299999994,-86.8102109
0500000US18107,18,107,Montgomery,County,504.613,40.01456881818182,-86.93992836363637
0500000US18113,18,113,Noble,County,410.843,41.3823732,-85.503539
0500000US18117,18,117,Orange,County,398.387,38.54576188888888,-86.46687577777779
0500000US18127,18,127,Porter,County,418.153,41.516483761904766,-87.08244176190478
0500000US18131,18,131,Pulaski,County,433.649,40.98598742857143,-86.70424514285715
0500000US18133,18,133,Putnam,County,480.528,39.646226500000004,-86.78723478571429
0500000US18139,18,139,Rush,County,408.124,39.623035615384616,-85.52685946153846
0500000US18145,18,145,Shelby,County,411.147,39.49346510526316,-85.79564989473685
0500000US18157,18,157,Tippecanoe,County,499.806,40.407997900000005,-86.9019109
0500000US18159,18,159,Tipton,County,260.541,40.32503475,-86.004789875
0500000US18167,18,167,Vigo,County,403.313,39.40677624242424,-87.50068018181818
0500000US18177,18,177,Wayne,County,401.74,39.84919187096774,-84.90772090322581
0500000US18179,18,179,Wells,County,368.087,40.698365100000004,-85.28680589999999
0500000US19001,19,001,Adair,County,569.271,41.33071516666667,-94.432774
0500000US19007,19,007,Appanoose,County,497.292,40.649320280000005,-92.86006760000001
0500000US19013,19,013,Black Hawk,County,565.769,42.45533066666667,-92.36746416666666
0500000US19017,19,017,Bremer,County,435.477,42.793507,-92.29100485714285
0500000US19021,19,021,Buena Vista,County,574.915,42.770309000000005,-95.1985498
0500000US19027,19,027,Carroll,County,569.437,42.011488285714286,-94.827058
0500000US19031,19,031,Cedar,County,579.436,41.759856285714285,-91.16592485714285
0500000US19035,19,035,Cherokee,County,576.906,42.677321000000006,-95.66312333333333
0500000US19039,19,039,Clarke,County,431.167,41.02870849999999,-93.771501
0500000US13125,13,125,Glascock,County,143.74,33.23056066666667,-82.66730347619048
0500000US13127,13,127,Glynn,County,419.753,31.21682410958904,-81.49758976712329
0500000US13131,13,131,Grady,County,454.527,30.829884352941182,-84.19303582352941
0500000US13143,13,143,Haralson,County,282.165,33.800245058823535,-85.20156476470589
0500000US13149,13,149,Heard,County,296.03,33.2543096,-85.06315233333335
0500000US13155,13,155,Irwin,County,354.343,31.630267850000003,-83.26445655
0500000US13163,13,163,Jefferson,County,526.485,33.02295922857143,-82.41991920000001
0500000US13171,13,171,Lamar,County,183.5,33.04968614285715,-84.1478990714286
0500000US13177,13,177,Lee,County,355.784,31.769230636363634,-84.09999033333334
0500000US13189,13,189,McDuffie,County,257.461,33.56826162,-82.52875350000001
0500000US13199,13,199,Meriwether,County,501.223,33.074021081081085,-84.62555524324326
0500000US13217,13,217,Newton,County,272.161,33.516659914285704,-83.84133011428573
0500000US13223,13,223,Paulding,County,312.219,33.87418469230769,-84.84570799999999
0500000US13227,13,227,Pickens,County,232.057,34.49401959090909,-84.45481777272727
0500000US13233,13,233,Polk,County,310.331,34.03057995652174,-85.183555
0500000US13243,13,243,Randolph,County,428.236,31.73725803703704,-84.6986383333333
0500000US13249,13,249,Schley,County,166.906,32.26344075,-84.33605233333333
0500000US13261,13,261,Sumter,County,482.697,32.08534927906977,-84.11626497674419
0500000US13273,13,273,Terrell,County,335.439,31.767732230769226,-84.41822253846155
0500000US13277,13,277,Tift,County,258.915,31.482029124999997,-83.503005875
0500000US13285,13,285,Troup,County,413.988,33.041920360000006,-85.06337568000001
0500000US13295,13,295,Walker,County,446.379,34.76411235294117,-85.28856038235294
0500000US13307,13,307,Webster,County,209.118,32.07837875862069,-84.5782894137931
0500000US13311,13,311,White,County,240.686,34.6633549032258,-83.72167593548386
0500000US13315,13,315,Wilcox,County,377.705,31.978433559322035,-83.31011018644068
0500000US15005,15,005,Kalawao,County,11.991,21.181186478260866,-156.9647586956522
0500000US15009,15,009,Maui,County,1161.521,20.880273868613138,-156.64430120072993
0500000US16009,16,009,Benewah,County,776.617,47.20661497142857,-116.81120488571429
0500000US16019,16,019,Bonneville,County,1866.077,43.29149459090909,-111.32044774999996
0500000US16025,16,025,Camas,County,1074.493,43.542064200000006,-114.7973867
0500000US16041,16,041,Franklin,County,663.645,42.20463518918918,-111.75063127027028
0500000US16045,16,045,Gem,County,560.9,44.14294726923077,-116.37732553846155
0500000US16049,16,049,Idaho,County,8477.352,45.93541258950618,-115.45170012345679
0500000US16057,16,057,Latah,County,1075.996,46.893821464285715,-116.78659485714284
0500000US16059,16,059,Lemhi,County,4563.387,45.04478821035598,-113.89430933980582
0500000US16067,16,067,Minidoka,County,757.591,42.69340384,-113.69170711999999
0500000US16081,16,081,Teton,County,449.456,43.76018205714286,-111.15394571428571
0500000US17005,17,005,Bond,County,380.279,38.91800238461538,-89.46505984615384
0500000US17007,17,007,Boone,County,280.719,42.38398209090909,-88.7679270909091
0500000US17009,17,009,Brown,County,305.607,39.980423083333335,-90.67090370833334
0500000US17019,17,019,Champaign,County,996.266,40.20136466666666,-88.16489708333334
0500000US17025,17,025,Clay,County,468.316,38.747563,-88.41055225
0500000US17029,17,029,Coles,County,508.291,39.548533416666665,-88.12606349999999
0500000US17035,17,035,Cumberland,County,346.024,39.250798333333336,-88.25539733333332
0500000US17037,17,037,DeKalb,County,631.307,41.94187035714286,-88.75254428571427
0500000US17041,17,041,Douglas,County,416.665,39.76355133333333,-88.19126466666665
0500000US17049,17,049,Effingham,County,478.777,39.03787922222222,-88.58709300000001
0500000US17053,17,053,Ford,County,485.616,40.588561882352934,-88.11665923529412
0500000US17065,17,065,Hamilton,County,434.665,38.06900616666667,-88.47409799999998
0500000US20209,20,209,Wyandotte,County,151.6,39.143506,-94.70350669767443
0500000US21001,21,001,Adair,County,405.283,37.156573040000005,-85.28073928000002
0500000US21005,21,005,Anderson,County,201.832,37.983484,-85.00378498113207
0500000US21021,21,021,Boyle,County,180.169,37.6345108974359,-84.76190397435897
0500000US21029,21,029,Bullitt,County,297.024,37.95725247222222,-85.70243316666668
0500000US21035,21,035,Calloway,County,385.021,36.572033184210525,-88.14191857894737
0500000US21045,21,045,Casey,County,444.23,37.35164386206897,-84.94399182758622
0500000US21053,21,053,Clinton,County,197.246,36.7103347037037,-85.10784100000001
0500000US21061,21,061,Edmonson,County,302.883,37.19863553333333,-86.19266606666665
0500000US21073,21,073,Franklin,County,207.747,38.24117786956522,-84.89359052173914
0500000US21081,21,081,Grant,County,257.965,38.58089865517241,-84.59929289655173
0500000US21083,21,083,Graves,County,551.743,36.63962508695652,-88.64194608695652
0500000US21097,21,097,Harrison,County,306.364,38.434560380952384,-84.39130442857143
0500000US21103,21,103,Henry,County,286.276,38.46620492682927,-85.03367863414636
0500000US21113,21,113,Jessamine,County,172.116,37.82122664864866,-84.57842605405406
0500000US21129,21,129,Lee,County,208.857,37.60035742307692,-83.73322492307692
0500000US21137,21,137,Lincoln,County,334.095,37.5005740882353,-84.68829541176471
0500000US21141,21,141,Logan,County,552.131,36.7836356,-86.85437488000001
0500000US21149,21,149,McLean,County,252.474,37.52826612903227,-87.27897074193548
0500000US21157,21,157,Marshall,County,301.253,36.9315503125,-88.3108046875
0500000US21165,21,165,Menifee,County,203.585,37.94017244,-83.59325052
0500000US21169,21,169,Metcalfe,County,289.645,36.98498915384616,-85.61372980769231
0500000US21179,21,179,Nelson,County,417.512,37.755344208333334,-85.53315392708332
0500000US21189,21,189,Owsley,County,197.407,37.42165463043478,-83.617524
0500000US21195,21,195,Pike,County,786.833,37.53212895666666,-82.27601766666666
0500000US21201,21,201,Robertson,County,99.911,38.53655048837209,-84.05094404651163
0500000US21215,21,215,Spencer,County,186.677,38.025903687500005,-85.321184375
0500000US21227,21,227,Warren,County,541.6,37.0277235625,-86.39756456250001
0500000US21237,21,237,Wolfe,County,222.171,37.710784818181814,-83.41899015909091
0500000US22003,22,003,Allen,Parish,761.847,30.6408682,-92.84114975000001
0500000US22013,22,013,Bienville,Parish,811.268,32.32758525714286,-93.14241968571427
0500000US22027,22,027,Claiborne,Parish,754.878,32.86878923076923,-92.94445992307693
0500000US22037,22,037,East Feliciana,Parish,453.41,30.833712019607844,-91.09844421568629
0500000US22047,22,047,Iberville,Parish,618.627,30.28550624137931,-91.3841566724138
0500000US22059,22,059,La Salle,Parish,624.684,31.543128032786885,-92.20184088524591
0500000US22073,22,073,Ouachita,Parish,610.406,32.5511116,-92.08239406000001
0500000US22075,22,075,Plaquemines,Parish,779.911,29.362902274193548,-89.50104574999999
0500000US22087,22,087,St. Bernard,Parish,377.517,29.870302388349515,-89.40270920873786
0500000US22089,22,089,St. Charles,Parish,279.083,29.883302470588234,-90.3736335882353
0500000US22105,22,105,Tangipahoa,Parish,791.275,30.69735323728814,-90.39797822033898
0500000US22111,22,111,Union,Parish,876.988,32.816328106382976,-92.35259500000001
0500000US19041,19,041,Clay,County,567.238,43.0479538,-95.198411
0500000US19043,19,043,Clayton,County,778.539,42.82837685185185,-91.09943412962964
0500000US19047,19,047,Crawford,County,714.19,41.99369075,-95.44069425
0500000US19055,19,055,Delaware,County,577.756,42.435524,-91.34312170000001
0500000US19063,19,063,Emmet,County,395.883,43.47162523529412,-94.73001476470588
0500000US19065,19,065,Fayette,County,730.811,42.89825927272727,-91.83744618181821
0500000US19069,19,069,Franklin,County,581.972,42.75814737499999,-93.20328025
0500000US19075,19,075,Grundy,County,501.858,42.38323872727273,-92.79746118181818
0500000US19079,19,079,Hamilton,County,576.751,42.383974699999996,-93.68921409999999
0500000US19087,19,087,Henry,County,434.328,40.95855516666666,-91.56358491666667
0500000US19091,19,091,Humboldt,County,434.352,42.8026936,-94.16004539999999
0500000US19095,19,095,Iowa,County,586.457,41.64287325,-91.9907915
0500000US19101,19,101,Jefferson,County,435.51,41.04607488888889,-91.95599444444444
0500000US19105,19,105,Jones,County,575.621,42.158554428571435,-91.06457542857143
0500000US19113,19,113,Linn,County,716.88,42.025848222222216,-91.56723411111112
0500000US19117,19,117,Lucas,County,430.593,41.073367,-93.32778
0500000US19121,19,121,Madison,County,561.006,41.331551000000005,-94.0499128
0500000US19123,19,123,Mahaska,County,570.863,41.310319428571425,-92.69000857142858
0500000US19131,19,131,Mitchell,County,469.133,43.451768117647056,-92.77896335294118
0500000US19135,19,135,Monroe,County,433.715,41.029909,-92.83085433333332
0500000US19141,19,141,O'Brien,County,573.035,43.08335133333333,-95.585123
0500000US19147,19,147,Palo Alto,County,563.844,43.0475082,-94.72551879999999
0500000US19151,19,151,Pocahontas,County,577.241,42.70454216666667,-94.60008649999999
0500000US19157,19,157,Poweshiek,County,584.932,41.664853625000006,-92.544018875
0500000US19159,19,159,Ringgold,County,535.498,40.603102380952386,-94.24784761904762
0500000US19165,19,165,Shelby,County,590.779,41.61577950000001,-95.3030828
0500000US19169,19,169,Story,County,572.818,42.060864428571435,-93.48133828571429
0500000US19175,19,175,Union,County,423.645,41.02750433333333,-94.204469
0500000US19179,19,179,Wapello,County,431.833,41.074301,-92.44818200000002
0500000US19183,19,183,Washington,County,568.835,41.39301533333334,-91.6202154
0500000US19195,19,195,Worth,County,400.123,43.46695273333333,-93.32361926666667
0500000US19197,19,197,Wright,County,580.422,42.74388825,-93.733878875
0500000US20001,20,001,Allen,County,500.303,37.82001236363636,-95.25008000000001
0500000US20013,20,013,Brown,County,570.872,39.8496722,-95.63459259999999
0500000US20017,20,017,Chase,County,773.06,38.27738466666667,-96.68723833333333
0500000US20025,20,025,Clark,County,974.632,37.16233783333333,-99.80513658333332
0500000US20027,20,027,Clay,County,645.301,39.27466681818182,-97.12014572727274
0500000US20029,20,029,Cloud,County,715.342,39.50903955555556,-97.74283844444443
0500000US20031,20,031,Coffey,County,626.947,38.214811923076915,-95.72217169230768
0500000US20033,20,033,Comanche,County,788.298,37.05438361904762,-99.31674561904762
0500000US20041,20,041,Dickinson,County,847.072,38.88046071428572,-97.08626890476191
0500000US20047,20,047,Edwards,County,621.894,37.88264216666666,-99.30130575
0500000US20049,20,049,Elk,County,644.265,37.420208375,-96.17399175
0500000US20055,20,055,Finney,County,1301.967,38.0187738125,-100.5818131875
0500000US20063,20,063,Gove,County,1071.665,38.988148499999994,-100.48184691666665
0500000US20067,20,067,Grant,County,574.8,37.537402,-101.30793242857143
0500000US20073,20,073,Greenwood,County,1143.3,37.92694792307692,-96.15108776923077
0500000US20077,20,077,Harper,County,801.269,37.070820999999995,-98.0925649375
0500000US20083,20,083,Hodgeman,County,859.992,38.09568315384615,-99.93001261538461
0500000US20093,20,093,Kearny,County,870.543,38.04855784615385,-101.34139046153845
0500000US20095,20,095,Kingman,County,863.363,37.568704636363634,-98.03603036363637
0500000US20101,20,101,Lane,County,717.455,38.409673,-100.46607750000003
0500000US20105,20,105,Lincoln,County,719.396,39.06141463636363,-98.182665
0500000US20109,20,109,Logan,County,1072.994,38.818698636363635,-101.15976236363636
0500000US20117,20,117,Marshall,County,900.183,39.866616115384616,-96.48140880769232
0500000US20131,20,131,Nemaha,County,717.427,39.86370203225807,-96.06389967741934
0500000US20139,20,139,Osage,County,705.518,38.67007091666667,-95.72570183333335
0500000US20151,20,151,Pratt,County,735.045,37.669054625,-98.671344
0500000US20155,20,155,Reno,County,1255.346,37.9857459375,-98.046721
0500000US20163,20,163,Rooks,County,890.533,39.40956190909091,-99.27080681818182
0500000US20165,20,165,Rush,County,717.763,38.52269283333333,-99.21838233333334
0500000US20169,20,169,Saline,County,720.225,38.76935592307692,-97.66351007692307
0500000US20177,20,177,Shawnee,County,544.016,39.070731470588235,-95.7640784117647
0500000US20185,20,185,Stafford,County,792.046,38.0692342,-98.7693712
0500000US20189,20,189,Stevens,County,727.293,37.14060968421052,-101.35116294736842
0500000US20193,20,193,Thomas,County,1074.687,39.36006433333333,-101.09059791666665
0500000US20199,20,199,Wallace,County,913.652,38.88236064285714,-101.89044114285711
0500000US20205,20,205,Wilson,County,570.418,37.53756966666666,-95.74335033333334
0500000US26057,26,057,Gratiot,County,568.464,43.27845918181818,-84.56204209090909
0500000US26059,26,059,Hillsdale,County,598.133,41.777321842105266,-84.64479678947369
0500000US26061,26,061,Houghton,County,1009.099,47.10448825462963,-88.49660793055556
0500000US26065,26,065,Ingham,County,556.12,42.5754953,-84.37011240000001
0500000US26067,26,067,Ionia,County,571.304,42.94459633333333,-85.11381183333333
0500000US26069,26,069,Iosco,County,549.096,44.336881649999995,-83.46114245
0500000US26073,26,073,Isabella,County,572.677,43.58223966666666,-84.88638999999999
0500000US26077,26,077,Kalamazoo,County,561.658,42.267156125,-85.444136625
0500000US26083,26,083,Keweenaw,County,540.112,47.62198557954545,-88.3622389128788
0500000US26085,26,085,Lake,County,567.37,44.06523142857143,-85.77320228571429
0500000US26093,26,093,Livingston,County,565.254,42.592189923076916,-83.87797753846154
0500000US26097,26,097,Mackinac,County,1021.569,45.96410597706423,-84.95530099999999
0500000US26103,26,103,Marquette,County,1808.401,46.740576819004524,-87.65406446606335
0500000US26107,26,107,Mecosta,County,555.071,43.60598739999999,-85.2767268
0500000US26109,26,109,Menominee,County,1044.079,45.37260850133334,-87.68490132800001
0500000US26111,26,111,Midland,County,516.253,43.6316504,-84.33605630000001
0500000US26117,26,117,Montcalm,County,705.399,43.327939300000004,-85.1760936
0500000US26123,26,123,Newaygo,County,813.204,43.44847277777777,-85.747591
